acc,tax_id,name,total_count,self_count
SRR2534662,2501931,Orthocoronavirinae,39,0
SRR2534662,694002,Betacoronavirus,39,1
SRR2534662,2509481,Embecovirus,37,0
SRR2534662,694005,Murine coronavirus,37,23
SRR2534662,11138,Murine hepatitis virus,12,12
SRR2534662,31632,Rat coronavirus,2,2
SRR2534662,696098,unclassified Betacoronavirus,1,0
SRR2534662,1508223,Longquan Rl rat coronavirus,1,1
SRR2534663,2501931,Orthocoronavirinae,36,0
SRR2534663,694002,Betacoronavirus,36,1
SRR2534663,2509481,Embecovirus,33,0
SRR2534663,694005,Murine coronavirus,33,23
SRR2534663,11138,Murine hepatitis virus,10,10
SRR2534663,696098,unclassified Betacoronavirus,2,0
SRR2534663,1508223,Longquan Rl rat coronavirus,2,2
SRR2534753,694002,Betacoronavirus,2,0
SRR2534753,2501931,Orthocoronavirinae,2,0
SRR2534753,2509481,Embecovirus,2,0
SRR2534753,694005,Murine coronavirus,2,2
SRR2534755,2501931,Orthocoronavirinae,2,0
SRR2534755,2509481,Embecovirus,2,0
SRR2534755,694002,Betacoronavirus,2,0
SRR2534755,694005,Murine coronavirus,2,1
SRR2534755,11138,Murine hepatitis virus,1,1
SRR2534756,2501931,Orthocoronavirinae,1,0
SRR2534756,2509481,Embecovirus,1,0
SRR2534756,694002,Betacoronavirus,1,0
SRR2534756,694005,Murine coronavirus,1,1
SRR2534758,2509481,Embecovirus,1,0
SRR2534758,2501931,Orthocoronavirinae,1,0
SRR2534758,694002,Betacoronavirus,1,0
SRR2534758,694005,Murine coronavirus,1,1
SRR2535445,2501931,Orthocoronavirinae,1,0
SRR2535445,2509481,Embecovirus,1,0
SRR2535445,694002,Betacoronavirus,1,0
SRR2535445,694005,Murine coronavirus,1,1
SRR2535448,2501931,Orthocoronavirinae,1,0
SRR2535448,2509481,Embecovirus,1,0
SRR2535448,694002,Betacoronavirus,1,0
SRR2535448,694005,Murine coronavirus,1,1
SRR2538344,2501931,Orthocoronavirinae,2,0
SRR2538344,2509505,Pedacovirus,2,0
SRR2538344,693996,Alphacoronavirus,2,0
SRR2538344,28295,Porcine epidemic diarrhea virus,2,2
SRR2545325,2501931,Orthocoronavirinae,2661,0
SRR2545325,693996,Alphacoronavirus,2661,11
SRR2545325,2509505,Pedacovirus,2650,0
SRR2545325,28295,Porcine epidemic diarrhea virus,2650,2650
SRR2545347,693996,Alphacoronavirus,3,0
SRR2545347,2501931,Orthocoronavirinae,3,0
SRR2545347,2509505,Pedacovirus,3,0
SRR2545347,28295,Porcine epidemic diarrhea virus,3,3
SRR2545353,2509505,Pedacovirus,1,0
SRR2545353,2501931,Orthocoronavirinae,1,0
SRR2545353,693996,Alphacoronavirus,1,0
SRR2545353,28295,Porcine epidemic diarrhea virus,1,1
SRR2545356,693996,Alphacoronavirus,7,0
SRR2545356,2501931,Orthocoronavirinae,7,0
SRR2545356,2509505,Pedacovirus,7,0
SRR2545356,28295,Porcine epidemic diarrhea virus,7,7
SRR2546446,2501931,Orthocoronavirinae,1,0
SRR2546446,2509481,Embecovirus,1,0
SRR2546446,694002,Betacoronavirus,1,0
SRR2546446,694003,Betacoronavirus 1,1,1
SRR2566772,693996,Alphacoronavirus,3,0
SRR2566772,2509505,Pedacovirus,3,0
SRR2566772,2501931,Orthocoronavirinae,3,0
SRR2566772,28295,Porcine epidemic diarrhea virus,3,3
SRR2566776,2509505,Pedacovirus,2,0
SRR2566776,693996,Alphacoronavirus,2,0
SRR2566776,2501931,Orthocoronavirinae,2,0
SRR2566776,28295,Porcine epidemic diarrhea virus,2,2
SRR2566777,2501931,Orthocoronavirinae,176,0
SRR2566777,693996,Alphacoronavirus,176,1
SRR2566777,2509505,Pedacovirus,175,0
SRR2566777,28295,Porcine epidemic diarrhea virus,175,175
SRR2566778,2501931,Orthocoronavirinae,138,0
SRR2566778,693996,Alphacoronavirus,138,0
SRR2566778,2509505,Pedacovirus,138,0
SRR2566778,28295,Porcine epidemic diarrhea virus,138,138
SRR2566779,2501931,Orthocoronavirinae,2312,0
SRR2566779,693996,Alphacoronavirus,2312,93
SRR2566779,2509505,Pedacovirus,2219,0
SRR2566779,28295,Porcine epidemic diarrhea virus,2219,2219
SRR2566780,2501931,Orthocoronavirinae,2227,0
SRR2566780,693996,Alphacoronavirus,2227,77
SRR2566780,2509505,Pedacovirus,2150,0
SRR2566780,28295,Porcine epidemic diarrhea virus,2150,2150
SRR2633596,2501931,Orthocoronavirinae,10,3
SRR2633596,694002,Betacoronavirus,7,0
SRR2633596,2509481,Embecovirus,7,0
SRR2633596,694003,Betacoronavirus 1,7,4
SRR2633596,11128,Bovine coronavirus,3,3
SRR2641159,2501931,Orthocoronavirinae,2,1
SRR2641159,694002,Betacoronavirus,1,0
SRR2641159,2509481,Embecovirus,1,0
SRR2641159,694003,Betacoronavirus 1,1,1
SRR2641165,2501931,Orthocoronavirinae,2,1
SRR2641165,694003,Betacoronavirus 1,1,0
SRR2641165,2509481,Embecovirus,1,0
SRR2641165,694002,Betacoronavirus,1,0
SRR2641165,11128,Bovine coronavirus,1,1
SRR2727165,694002,Betacoronavirus,1,0
SRR2727165,693995,Coronavirinae,1,0
SRR2727165,290028,Human coronavirus HKU1,1,1
SRR2760928,2501931,Orthocoronavirinae,608,92
SRR2760928,693996,Alphacoronavirus,260,0
SRR2760928,694002,Betacoronavirus,256,0
SRR2760928,2509481,Embecovirus,256,0
SRR2760928,694003,Betacoronavirus 1,156,95
SRR2760928,2509512,Setracovirus,130,1
SRR2760928,2509480,Duvinacovirus,130,8
SRR2760928,277944,Human coronavirus NL63,129,129
SRR2760928,11137,Human coronavirus 229E,122,122
SRR2760928,290028,Human coronavirus HKU1,100,100
SRR2760928,31631,Human coronavirus OC43,61,61
SRR2760929,2501931,Orthocoronavirinae,295,40
SRR2760929,693996,Alphacoronavirus,152,0
SRR2760929,2509481,Embecovirus,103,0
SRR2760929,694002,Betacoronavirus,103,0
SRR2760929,2509512,Setracovirus,77,0
SRR2760929,277944,Human coronavirus NL63,77,77
SRR2760929,2509480,Duvinacovirus,75,1
SRR2760929,11137,Human coronavirus 229E,74,74
SRR2760929,694003,Betacoronavirus 1,63,43
SRR2760929,290028,Human coronavirus HKU1,40,40
SRR2760929,31631,Human coronavirus OC43,20,20
SRR2760930,2501931,Orthocoronavirinae,595,83
SRR2760930,693996,Alphacoronavirus,280,0
SRR2760930,2509481,Embecovirus,232,0
SRR2760930,694002,Betacoronavirus,232,0
SRR2760930,2509480,Duvinacovirus,146,2
SRR2760930,11137,Human coronavirus 229E,144,144
SRR2760930,694003,Betacoronavirus 1,141,83
SRR2760930,2509512,Setracovirus,134,0
SRR2760930,277944,Human coronavirus NL63,134,134
SRR2760930,290028,Human coronavirus HKU1,91,91
SRR2760930,31631,Human coronavirus OC43,58,58
SRR2760931,2501931,Orthocoronavirinae,262,47
SRR2760931,693996,Alphacoronavirus,114,0
SRR2760931,2509481,Embecovirus,101,0
SRR2760931,694002,Betacoronavirus,101,0
SRR2760931,694003,Betacoronavirus 1,70,39
SRR2760931,2509512,Setracovirus,62,0
SRR2760931,277944,Human coronavirus NL63,62,62
SRR2760931,2509480,Duvinacovirus,52,2
SRR2760931,11137,Human coronavirus 229E,50,50
SRR2760931,31631,Human coronavirus OC43,31,31
SRR2760931,290028,Human coronavirus HKU1,31,31
SRR2760932,2501931,Orthocoronavirinae,190,13
SRR2760932,693996,Alphacoronavirus,106,0
SRR2760932,694002,Betacoronavirus,71,1
SRR2760932,2509481,Embecovirus,70,0
SRR2760932,2509480,Duvinacovirus,65,5
SRR2760932,11137,Human coronavirus 229E,60,60
SRR2760932,290028,Human coronavirus HKU1,42,42
SRR2760932,2509512,Setracovirus,41,0
SRR2760932,277944,Human coronavirus NL63,41,41
SRR2760932,694003,Betacoronavirus 1,28,19
SRR2760932,31631,Human coronavirus OC43,9,9
SRR2760933,2501931,Orthocoronavirinae,170,14
SRR2760933,693996,Alphacoronavirus,91,0
SRR2760933,694002,Betacoronavirus,65,1
SRR2760933,2509481,Embecovirus,64,1
SRR2760933,2509480,Duvinacovirus,60,5
SRR2760933,11137,Human coronavirus 229E,55,55
SRR2760933,290028,Human coronavirus HKU1,44,44
SRR2760933,2509512,Setracovirus,31,0
SRR2760933,277944,Human coronavirus NL63,31,31
SRR2760933,694003,Betacoronavirus 1,19,12
SRR2760933,31631,Human coronavirus OC43,7,7
SRR2760934,2501931,Orthocoronavirinae,176,11
SRR2760934,693996,Alphacoronavirus,104,0
SRR2760934,2509480,Duvinacovirus,74,10
SRR2760934,11137,Human coronavirus 229E,64,64
SRR2760934,694002,Betacoronavirus,61,0
SRR2760934,2509481,Embecovirus,61,1
SRR2760934,290028,Human coronavirus HKU1,41,41
SRR2760934,2509512,Setracovirus,30,0
SRR2760934,277944,Human coronavirus NL63,30,30
SRR2760934,694003,Betacoronavirus 1,19,13
SRR2760934,31631,Human coronavirus OC43,6,6
SRR2760935,694002,Betacoronavirus,8,0
SRR2760935,2509481,Embecovirus,8,0
SRR2760935,2501931,Orthocoronavirinae,8,0
SRR2760935,290028,Human coronavirus HKU1,5,5
SRR2760935,694003,Betacoronavirus 1,3,3
SRR2760936,2501931,Orthocoronavirinae,167,11
SRR2760936,693996,Alphacoronavirus,93,0
SRR2760936,694002,Betacoronavirus,63,0
SRR2760936,2509481,Embecovirus,63,1
SRR2760936,2509480,Duvinacovirus,62,15
SRR2760936,11137,Human coronavirus 229E,47,47
SRR2760936,290028,Human coronavirus HKU1,42,42
SRR2760936,2509512,Setracovirus,31,1
SRR2760936,277944,Human coronavirus NL63,30,30
SRR2760936,694003,Betacoronavirus 1,20,13
SRR2760936,31631,Human coronavirus OC43,7,7
SRR2760937,2501931,Orthocoronavirinae,212,9
SRR2760937,693996,Alphacoronavirus,121,0
SRR2760937,2509480,Duvinacovirus,83,12
SRR2760937,694002,Betacoronavirus,82,0
SRR2760937,2509481,Embecovirus,82,1
SRR2760937,11137,Human coronavirus 229E,71,71
SRR2760937,290028,Human coronavirus HKU1,46,46
SRR2760937,2509512,Setracovirus,38,0
SRR2760937,277944,Human coronavirus NL63,38,38
SRR2760937,694003,Betacoronavirus 1,35,26
SRR2760937,31631,Human coronavirus OC43,9,9
SRR2760938,2501931,Orthocoronavirinae,157,8
SRR2760938,693996,Alphacoronavirus,94,0
SRR2760938,2509480,Duvinacovirus,59,10
SRR2760938,694002,Betacoronavirus,55,2
SRR2760938,2509481,Embecovirus,53,0
SRR2760938,11137,Human coronavirus 229E,49,49
SRR2760938,2509512,Setracovirus,35,0
SRR2760938,277944,Human coronavirus NL63,35,35
SRR2760938,290028,Human coronavirus HKU1,30,30
SRR2760938,694003,Betacoronavirus 1,23,16
SRR2760938,31631,Human coronavirus OC43,7,7
SRR2760939,2501931,Orthocoronavirinae,171,10
SRR2760939,693996,Alphacoronavirus,105,0
SRR2760939,2509480,Duvinacovirus,59,7
SRR2760939,694002,Betacoronavirus,56,1
SRR2760939,2509481,Embecovirus,55,1
SRR2760939,11137,Human coronavirus 229E,52,52
SRR2760939,2509512,Setracovirus,46,0
SRR2760939,277944,Human coronavirus NL63,46,46
SRR2760939,694003,Betacoronavirus 1,31,23
SRR2760939,290028,Human coronavirus HKU1,23,23
SRR2760939,31631,Human coronavirus OC43,8,8
SRR2760940,2501931,Orthocoronavirinae,179,9
SRR2760940,693996,Alphacoronavirus,98,0
SRR2760940,694002,Betacoronavirus,72,0
SRR2760940,2509481,Embecovirus,72,1
SRR2760940,2509480,Duvinacovirus,72,9
SRR2760940,11137,Human coronavirus 229E,63,63
SRR2760940,290028,Human coronavirus HKU1,38,38
SRR2760940,694003,Betacoronavirus 1,33,20
SRR2760940,2509512,Setracovirus,26,0
SRR2760940,277944,Human coronavirus NL63,26,26
SRR2760940,31631,Human coronavirus OC43,13,13
SRR2760941,2501931,Orthocoronavirinae,179,4
SRR2760941,693996,Alphacoronavirus,102,0
SRR2760941,694002,Betacoronavirus,73,1
SRR2760941,2509481,Embecovirus,72,2
SRR2760941,2509480,Duvinacovirus,71,10
SRR2760941,11137,Human coronavirus 229E,61,61
SRR2760941,694003,Betacoronavirus 1,38,28
SRR2760941,290028,Human coronavirus HKU1,32,32
SRR2760941,2509512,Setracovirus,31,0
SRR2760941,277944,Human coronavirus NL63,31,31
SRR2760941,31631,Human coronavirus OC43,10,10
SRR2760942,2501931,Orthocoronavirinae,160,11
SRR2760942,693996,Alphacoronavirus,90,0
SRR2760942,2509480,Duvinacovirus,71,6
SRR2760942,11137,Human coronavirus 229E,65,65
SRR2760942,694002,Betacoronavirus,59,1
SRR2760942,2509481,Embecovirus,58,2
SRR2760942,290028,Human coronavirus HKU1,34,34
SRR2760942,694003,Betacoronavirus 1,22,11
SRR2760942,2509512,Setracovirus,19,0
SRR2760942,277944,Human coronavirus NL63,19,19
SRR2760942,31631,Human coronavirus OC43,11,11
SRR2760943,2501931,Orthocoronavirinae,204,15
SRR2760943,693996,Alphacoronavirus,117,0
SRR2760943,694002,Betacoronavirus,72,0
SRR2760943,2509481,Embecovirus,72,1
SRR2760943,2509480,Duvinacovirus,68,9
SRR2760943,11137,Human coronavirus 229E,59,59
SRR2760943,2509512,Setracovirus,49,0
SRR2760943,277944,Human coronavirus NL63,49,49
SRR2760943,290028,Human coronavirus HKU1,37,37
SRR2760943,694003,Betacoronavirus 1,34,26
SRR2760943,31631,Human coronavirus OC43,7,7
SRR2760943,11128,Bovine coronavirus,1,1
SRR2760944,2501931,Orthocoronavirinae,184,15
SRR2760944,693996,Alphacoronavirus,98,0
SRR2760944,694002,Betacoronavirus,71,1
SRR2760944,2509481,Embecovirus,70,2
SRR2760944,2509480,Duvinacovirus,69,10
SRR2760944,11137,Human coronavirus 229E,59,59
SRR2760944,290028,Human coronavirus HKU1,39,39
SRR2760944,2509512,Setracovirus,29,0
SRR2760944,694003,Betacoronavirus 1,29,21
SRR2760944,277944,Human coronavirus NL63,29,29
SRR2760944,31631,Human coronavirus OC43,8,8
SRR2760945,2501931,Orthocoronavirinae,191,16
SRR2760945,693996,Alphacoronavirus,99,1
SRR2760945,694002,Betacoronavirus,76,2
SRR2760945,2509481,Embecovirus,74,1
SRR2760945,2509480,Duvinacovirus,67,7
SRR2760945,11137,Human coronavirus 229E,60,60
SRR2760945,290028,Human coronavirus HKU1,37,37
SRR2760945,694003,Betacoronavirus 1,36,25
SRR2760945,2509512,Setracovirus,31,0
SRR2760945,277944,Human coronavirus NL63,31,31
SRR2760945,31631,Human coronavirus OC43,11,11
SRR2760946,2501931,Orthocoronavirinae,156,11
SRR2760946,693996,Alphacoronavirus,73,0
SRR2760946,694002,Betacoronavirus,72,1
SRR2760946,2509481,Embecovirus,71,0
SRR2760946,2509480,Duvinacovirus,46,4
SRR2760946,11137,Human coronavirus 229E,42,42
SRR2760946,290028,Human coronavirus HKU1,38,38
SRR2760946,694003,Betacoronavirus 1,33,18
SRR2760946,2509512,Setracovirus,27,0
SRR2760946,277944,Human coronavirus NL63,27,27
SRR2760946,31631,Human coronavirus OC43,15,15
SRR2760947,2501931,Orthocoronavirinae,134,10
SRR2760947,693996,Alphacoronavirus,68,0
SRR2760947,694002,Betacoronavirus,56,1
SRR2760947,2509481,Embecovirus,55,0
SRR2760947,2509480,Duvinacovirus,40,6
SRR2760947,11137,Human coronavirus 229E,34,34
SRR2760947,290028,Human coronavirus HKU1,33,33
SRR2760947,2509512,Setracovirus,28,0
SRR2760947,277944,Human coronavirus NL63,28,28
SRR2760947,694003,Betacoronavirus 1,22,11
SRR2760947,31631,Human coronavirus OC43,11,11
SRR2760948,2501931,Orthocoronavirinae,199,12
SRR2760948,693996,Alphacoronavirus,114,0
SRR2760948,2509480,Duvinacovirus,76,16
SRR2760948,694002,Betacoronavirus,73,0
SRR2760948,2509481,Embecovirus,73,0
SRR2760948,11137,Human coronavirus 229E,60,60
SRR2760948,290028,Human coronavirus HKU1,40,40
SRR2760948,2509512,Setracovirus,38,0
SRR2760948,277944,Human coronavirus NL63,38,38
SRR2760948,694003,Betacoronavirus 1,33,19
SRR2760948,31631,Human coronavirus OC43,14,14
SRR2760949,2501931,Orthocoronavirinae,195,13
SRR2760949,693996,Alphacoronavirus,111,0
SRR2760949,2509480,Duvinacovirus,73,8
SRR2760949,694002,Betacoronavirus,71,3
SRR2760949,2509481,Embecovirus,68,2
SRR2760949,11137,Human coronavirus 229E,65,65
SRR2760949,290028,Human coronavirus HKU1,41,41
SRR2760949,2509512,Setracovirus,38,1
SRR2760949,277944,Human coronavirus NL63,37,37
SRR2760949,694003,Betacoronavirus 1,25,13
SRR2760949,31631,Human coronavirus OC43,12,12
SRR2760950,2501931,Orthocoronavirinae,178,15
SRR2760950,693996,Alphacoronavirus,103,0
SRR2760950,2509480,Duvinacovirus,69,6
SRR2760950,11137,Human coronavirus 229E,63,63
SRR2760950,694002,Betacoronavirus,60,0
SRR2760950,2509481,Embecovirus,60,1
SRR2760950,290028,Human coronavirus HKU1,42,42
SRR2760950,2509512,Setracovirus,34,0
SRR2760950,277944,Human coronavirus NL63,34,34
SRR2760950,694003,Betacoronavirus 1,17,12
SRR2760950,31631,Human coronavirus OC43,5,5
SRR2760951,2501931,Orthocoronavirinae,178,14
SRR2760951,693996,Alphacoronavirus,103,0
SRR2760951,2509480,Duvinacovirus,62,7
SRR2760951,694002,Betacoronavirus,61,0
SRR2760951,2509481,Embecovirus,61,1
SRR2760951,11137,Human coronavirus 229E,55,55
SRR2760951,2509512,Setracovirus,41,0
SRR2760951,277944,Human coronavirus NL63,41,41
SRR2760951,290028,Human coronavirus HKU1,37,37
SRR2760951,694003,Betacoronavirus 1,23,12
SRR2760951,31631,Human coronavirus OC43,11,11
SRR2760952,2501931,Orthocoronavirinae,161,13
SRR2760952,693996,Alphacoronavirus,89,0
SRR2760952,2509481,Embecovirus,59,0
SRR2760952,694002,Betacoronavirus,59,0
SRR2760952,2509480,Duvinacovirus,55,7
SRR2760952,11137,Human coronavirus 229E,48,48
SRR2760952,2509512,Setracovirus,34,1
SRR2760952,277944,Human coronavirus NL63,33,33
SRR2760952,290028,Human coronavirus HKU1,32,32
SRR2760952,694003,Betacoronavirus 1,27,21
SRR2760952,31631,Human coronavirus OC43,6,6
SRR2760953,2501931,Orthocoronavirinae,193,17
SRR2760953,693996,Alphacoronavirus,99,0
SRR2760953,694002,Betacoronavirus,77,0
SRR2760953,2509481,Embecovirus,77,2
SRR2760953,2509480,Duvinacovirus,63,12
SRR2760953,11137,Human coronavirus 229E,51,51
SRR2760953,290028,Human coronavirus HKU1,42,42
SRR2760953,2509512,Setracovirus,36,0
SRR2760953,277944,Human coronavirus NL63,36,36
SRR2760953,694003,Betacoronavirus 1,33,25
SRR2760953,31631,Human coronavirus OC43,8,8
SRR2760954,2501931,Orthocoronavirinae,193,13
SRR2760954,693996,Alphacoronavirus,94,0
SRR2760954,694002,Betacoronavirus,86,1
SRR2760954,2509481,Embecovirus,85,2
SRR2760954,2509480,Duvinacovirus,62,5
SRR2760954,11137,Human coronavirus 229E,57,57
SRR2760954,290028,Human coronavirus HKU1,51,51
SRR2760954,2509512,Setracovirus,32,0
SRR2760954,694003,Betacoronavirus 1,32,23
SRR2760954,277944,Human coronavirus NL63,32,32
SRR2760954,31631,Human coronavirus OC43,9,9
SRR2760955,2501931,Orthocoronavirinae,12,1
SRR2760955,2509512,Setracovirus,9,0
SRR2760955,693996,Alphacoronavirus,9,0
SRR2760955,277944,Human coronavirus NL63,9,9
SRR2760955,694002,Betacoronavirus,2,0
SRR2760955,2509481,Embecovirus,2,0
SRR2760955,290028,Human coronavirus HKU1,2,2
SRR2760956,2501931,Orthocoronavirinae,10,0
SRR2760956,2509512,Setracovirus,7,0
SRR2760956,693996,Alphacoronavirus,7,0
SRR2760956,277944,Human coronavirus NL63,7,7
SRR2760956,694002,Betacoronavirus,3,1
SRR2760956,2509481,Embecovirus,2,0
SRR2760956,694003,Betacoronavirus 1,1,1
SRR2760956,290028,Human coronavirus HKU1,1,1
SRR2760957,2501931,Orthocoronavirinae,125,9
SRR2760957,693996,Alphacoronavirus,64,0
SRR2760957,694002,Betacoronavirus,52,1
SRR2760957,2509481,Embecovirus,51,0
SRR2760957,2509480,Duvinacovirus,36,4
SRR2760957,290028,Human coronavirus HKU1,34,34
SRR2760957,11137,Human coronavirus 229E,32,32
SRR2760957,2509512,Setracovirus,28,0
SRR2760957,277944,Human coronavirus NL63,28,28
SRR2760957,694003,Betacoronavirus 1,17,14
SRR2760957,31631,Human coronavirus OC43,3,3
SRR2760958,2501931,Orthocoronavirinae,115,9
SRR2760958,693996,Alphacoronavirus,56,0
SRR2760958,694002,Betacoronavirus,50,1
SRR2760958,2509481,Embecovirus,49,2
SRR2760958,2509480,Duvinacovirus,29,3
SRR2760958,2509512,Setracovirus,27,1
SRR2760958,11137,Human coronavirus 229E,26,26
SRR2760958,277944,Human coronavirus NL63,26,26
SRR2760958,290028,Human coronavirus HKU1,25,25
SRR2760958,694003,Betacoronavirus 1,22,17
SRR2760958,31631,Human coronavirus OC43,5,5
SRR2760959,2501931,Orthocoronavirinae,45,2
SRR2760959,693996,Alphacoronavirus,31,0
SRR2760959,2509480,Duvinacovirus,17,3
SRR2760959,2509512,Setracovirus,14,0
SRR2760959,277944,Human coronavirus NL63,14,14
SRR2760959,11137,Human coronavirus 229E,14,14
SRR2760959,2509481,Embecovirus,12,0
SRR2760959,694002,Betacoronavirus,12,0
SRR2760959,290028,Human coronavirus HKU1,8,8
SRR2760959,694003,Betacoronavirus 1,4,2
SRR2760959,31631,Human coronavirus OC43,2,2
SRR2760960,2501931,Orthocoronavirinae,123,13
SRR2760960,693996,Alphacoronavirus,62,0
SRR2760960,694002,Betacoronavirus,48,1
SRR2760960,2509481,Embecovirus,47,2
SRR2760960,2509480,Duvinacovirus,34,5
SRR2760960,11137,Human coronavirus 229E,29,29
SRR2760960,2509512,Setracovirus,28,1
SRR2760960,277944,Human coronavirus NL63,27,27
SRR2760960,290028,Human coronavirus HKU1,26,26
SRR2760960,694003,Betacoronavirus 1,19,15
SRR2760960,31631,Human coronavirus OC43,4,4
SRR2760961,2501931,Orthocoronavirinae,108,8
SRR2760961,693996,Alphacoronavirus,56,0
SRR2760961,694002,Betacoronavirus,44,2
SRR2760961,2509481,Embecovirus,42,0
SRR2760961,2509480,Duvinacovirus,32,7
SRR2760961,11137,Human coronavirus 229E,25,25
SRR2760961,2509512,Setracovirus,24,0
SRR2760961,277944,Human coronavirus NL63,24,24
SRR2760961,694003,Betacoronavirus 1,22,18
SRR2760961,290028,Human coronavirus HKU1,20,20
SRR2760961,31631,Human coronavirus OC43,4,4
SRR2760962,2501931,Orthocoronavirinae,108,11
SRR2760962,693996,Alphacoronavirus,60,0
SRR2760962,694002,Betacoronavirus,37,0
SRR2760962,2509481,Embecovirus,37,0
SRR2760962,2509480,Duvinacovirus,32,9
SRR2760962,2509512,Setracovirus,28,1
SRR2760962,277944,Human coronavirus NL63,27,27
SRR2760962,11137,Human coronavirus 229E,23,23
SRR2760962,290028,Human coronavirus HKU1,22,22
SRR2760962,694003,Betacoronavirus 1,15,14
SRR2760962,31631,Human coronavirus OC43,1,1
SRR2760963,2501931,Orthocoronavirinae,127,13
SRR2760963,693996,Alphacoronavirus,66,0
SRR2760963,694002,Betacoronavirus,48,1
SRR2760963,2509481,Embecovirus,47,2
SRR2760963,2509480,Duvinacovirus,41,6
SRR2760963,11137,Human coronavirus 229E,35,35
SRR2760963,2509512,Setracovirus,25,0
SRR2760963,277944,Human coronavirus NL63,25,25
SRR2760963,290028,Human coronavirus HKU1,24,24
SRR2760963,694003,Betacoronavirus 1,21,18
SRR2760963,31631,Human coronavirus OC43,3,3
SRR2760964,2501931,Orthocoronavirinae,100,13
SRR2760964,693996,Alphacoronavirus,49,0
SRR2760964,2509481,Embecovirus,38,0
SRR2760964,694002,Betacoronavirus,38,0
SRR2760964,2509512,Setracovirus,25,0
SRR2760964,277944,Human coronavirus NL63,25,25
SRR2760964,2509480,Duvinacovirus,24,6
SRR2760964,694003,Betacoronavirus 1,20,14
SRR2760964,290028,Human coronavirus HKU1,18,18
SRR2760964,11137,Human coronavirus 229E,18,18
SRR2760964,31631,Human coronavirus OC43,6,6
SRR2760965,2501931,Orthocoronavirinae,122,11
SRR2760965,693996,Alphacoronavirus,61,0
SRR2760965,694002,Betacoronavirus,50,2
SRR2760965,2509481,Embecovirus,48,0
SRR2760965,2509512,Setracovirus,31,0
SRR2760965,277944,Human coronavirus NL63,31,31
SRR2760965,2509480,Duvinacovirus,30,1
SRR2760965,11137,Human coronavirus 229E,29,29
SRR2760965,694003,Betacoronavirus 1,26,17
SRR2760965,290028,Human coronavirus HKU1,22,22
SRR2760965,31631,Human coronavirus OC43,9,9
SRR2760966,2501931,Orthocoronavirinae,125,15
SRR2760966,693996,Alphacoronavirus,56,0
SRR2760966,694002,Betacoronavirus,54,1
SRR2760966,2509481,Embecovirus,53,0
SRR2760966,2509480,Duvinacovirus,34,2
SRR2760966,11137,Human coronavirus 229E,32,32
SRR2760966,694003,Betacoronavirus 1,28,18
SRR2760966,290028,Human coronavirus HKU1,25,25
SRR2760966,2509512,Setracovirus,22,0
SRR2760966,277944,Human coronavirus NL63,22,22
SRR2760966,31631,Human coronavirus OC43,10,10
SRR2760967,2501931,Orthocoronavirinae,124,10
SRR2760967,693996,Alphacoronavirus,57,0
SRR2760967,694002,Betacoronavirus,57,3
SRR2760967,2509481,Embecovirus,54,1
SRR2760967,2509480,Duvinacovirus,34,4
SRR2760967,694003,Betacoronavirus 1,32,27
SRR2760967,11137,Human coronavirus 229E,30,30
SRR2760967,2509512,Setracovirus,23,2
SRR2760967,290028,Human coronavirus HKU1,21,21
SRR2760967,277944,Human coronavirus NL63,21,21
SRR2760967,31631,Human coronavirus OC43,5,5
SRR2760968,2501931,Orthocoronavirinae,102,12
SRR2760968,693996,Alphacoronavirus,47,0
SRR2760968,694002,Betacoronavirus,43,4
SRR2760968,2509481,Embecovirus,39,0
SRR2760968,2509480,Duvinacovirus,25,2
SRR2760968,290028,Human coronavirus HKU1,23,23
SRR2760968,11137,Human coronavirus 229E,23,23
SRR2760968,2509512,Setracovirus,22,0
SRR2760968,277944,Human coronavirus NL63,22,22
SRR2760968,694003,Betacoronavirus 1,16,12
SRR2760968,31631,Human coronavirus OC43,4,4
SRR2760969,2501931,Orthocoronavirinae,123,4
SRR2760969,693996,Alphacoronavirus,60,0
SRR2760969,694002,Betacoronavirus,59,1
SRR2760969,2509481,Embecovirus,58,2
SRR2760969,2509480,Duvinacovirus,39,5
SRR2760969,290028,Human coronavirus HKU1,34,34
SRR2760969,11137,Human coronavirus 229E,34,34
SRR2760969,694003,Betacoronavirus 1,22,20
SRR2760969,2509512,Setracovirus,21,0
SRR2760969,277944,Human coronavirus NL63,21,21
SRR2760969,31631,Human coronavirus OC43,2,2
SRR2760970,2501931,Orthocoronavirinae,122,8
SRR2760970,693996,Alphacoronavirus,64,0
SRR2760970,694002,Betacoronavirus,50,2
SRR2760970,2509481,Embecovirus,48,0
SRR2760970,2509480,Duvinacovirus,36,7
SRR2760970,290028,Human coronavirus HKU1,35,35
SRR2760970,11137,Human coronavirus 229E,29,29
SRR2760970,2509512,Setracovirus,28,1
SRR2760970,277944,Human coronavirus NL63,27,27
SRR2760970,694003,Betacoronavirus 1,13,10
SRR2760970,31631,Human coronavirus OC43,3,3
SRR2760972,2501931,Orthocoronavirinae,103,15
SRR2760972,693996,Alphacoronavirus,48,0
SRR2760972,694002,Betacoronavirus,40,1
SRR2760972,2509481,Embecovirus,39,0
SRR2760972,2509480,Duvinacovirus,33,4
SRR2760972,11137,Human coronavirus 229E,29,29
SRR2760972,290028,Human coronavirus HKU1,23,23
